timestamp(Asia/Shanghai),score,temp,humid,co2,voc,pm25,pm10
2024-08-22 18:55:00,77.4,22.6,70.4,549.2,121.8,8.0,9.0
2024-08-22 19:00:00,74.3,22.7,72.9,582.3,133.7,7.3,8.3
2024-08-23 09:25:00,87.0,22.7,58.0,863.0,227.8,2.5,3.5
2024-08-23 09:30:00,87.6,22.8,57.9,832.2,217.0,3.4,4.4
2024-08-23 09:35:00,87.4,22.7,58.0,795.4,200.4,8.2,9.2
2024-08-23 09:40:00,88.0,22.8,57.9,794.2,199.0,3.8,4.8
2024-08-23 09:45:00,88.0,22.8,57.9,797.0,195.2,2.8,3.8
2024-08-23 09:50:00,88.0,22.8,58.0,793.6,185.6,3.2,4.2
2024-08-23 09:55:00,88.6,22.8,58.2,768.6,167.8,2.6,3.6
2024-08-23 10:00:00,89.0,22.8,58.2,755.0,162.4,3.0,4.0
2024-08-23 10:05:00,88.6,22.8,58.5,756.2,162.6,2.8,3.8
2024-08-23 10:10:00,88.0,22.7,58.6,776.2,157.8,2.4,3.4
2024-08-23 10:15:00,88.4,22.7,58.8,754.8,150.8,2.4,3.4
2024-08-23 10:20:00,89.0,22.7,58.7,722.8,149.2,2.2,3.2
2024-08-23 10:25:00,89.0,22.7,59.1,709.2,144.8,1.8,2.8
2024-08-23 10:30:00,89.0,22.7,59.3,702.6,141.2,2.2,3.2
2024-08-23 10:35:00,89.0,22.7,59.5,687.8,138.4,2.2,3.2
2024-08-23 10:40:00,89.0,22.7,59.8,686.8,139.2,1.6,2.6
2024-08-23 10:45:00,89.0,22.6,59.8,688.6,137.2,2.0,3.0
2024-08-23 10:50:00,89.0,22.7,59.9,672.8,136.8,2.0,3.0
2024-08-23 10:55:00,88.8,22.7,60.0,681.8,139.4,1.6,2.6
2024-08-23 11:00:00,88.2,22.7,60.1,682.5,136.0,1.5,2.5
2024-08-23 11:05:00,88.2,22.7,60.3,684.4,135.6,1.4,2.4
2024-08-23 11:10:00,88.0,22.7,60.7,684.6,138.2,1.4,2.4
2024-08-23 11:15:00,88.0,22.7,60.6,686.0,137.8,1.2,2.2
2024-08-23 11:20:00,88.0,22.7,60.6,665.8,137.4,1.2,2.2
2024-08-23 11:25:00,88.2,22.7,60.5,660.2,137.0,1.0,2.0
2024-08-23 11:30:00,88.0,22.7,60.8,652.0,137.6,1.2,2.2
2024-08-23 11:35:00,88.2,22.8,60.8,642.2,134.6,1.0,2.0
2024-08-23 11:40:00,88.6,22.8,60.8,627.4,132.8,1.0,2.0
2024-08-23 11:45:00,88.8,22.8,60.8,616.4,128.2,1.0,2.0
2024-08-23 11:50:00,89.0,22.8,60.8,601.2,123.0,1.2,2.2
2024-08-23 11:55:00,89.2,22.7,60.9,584.6,119.0,1.6,2.6
2024-08-23 12:00:00,89.8,22.7,61.0,565.6,115.6,2.0,3.0
2024-08-23 12:05:00,90.0,22.7,61.1,551.6,110.6,2.2,3.2
2024-08-23 12:10:00,90.2,22.7,61.1,540.6,108.6,4.0,5.0
2024-08-23 12:15:00,91.0,22.8,60.7,534.8,108.0,3.8,4.8
2024-08-23 12:20:00,91.0,22.7,60.8,532.4,108.6,4.6,5.6
2024-08-23 12:25:00,91.0,22.7,60.9,528.6,107.8,4.0,5.0
2024-08-23 12:30:00,91.0,22.6,60.8,525.2,103.2,4.4,5.4
2024-08-23 12:35:00,91.0,22.6,60.7,522.0,102.8,5.4,6.4
2024-08-23 12:40:00,92.0,22.5,60.4,516.8,95.0,5.2,6.2
2024-08-23 12:45:00,92.0,22.5,60.2,519.2,95.0,5.2,6.2
2024-08-23 12:50:00,90.6,22.6,59.8,597.0,104.2,5.4,6.4
2024-08-23 12:55:00,89.8,22.6,59.6,656.8,107.4,4.8,5.8
2024-08-23 13:00:00,90.0,22.5,59.5,623.4,102.8,4.8,5.8
2024-08-23 13:05:00,91.0,22.4,59.3,584.4,90.6,5.0,6.0
2024-08-23 13:10:00,92.0,22.4,59.1,546.4,89.4,3.6,4.6
2024-08-23 13:15:00,92.8,22.4,58.7,535.4,89.6,3.8,4.8
2024-08-23 13:20:00,92.2,22.4,58.7,547.0,93.4,3.4,4.4
2024-08-23 13:25:00,91.0,22.4,58.6,631.0,103.0,3.6,4.6
2024-08-23 13:30:00,90.8,22.4,58.4,648.2,103.8,3.0,4.0
2024-08-23 13:35:00,90.2,22.4,58.2,666.5,103.0,3.5,4.5
2024-08-23 13:40:00,91.0,22.4,58.1,650.8,100.2,3.0,4.0
2024-08-23 13:45:00,91.0,22.4,58.0,648.8,99.8,3.6,4.6
2024-08-23 13:50:00,91.0,22.4,57.8,653.0,100.6,2.8,3.8
2024-08-23 13:55:00,91.0,22.4,57.7,652.4,98.2,3.0,4.0
2024-08-23 14:00:00,91.4,22.3,57.5,635.8,94.0,2.2,3.2
2024-08-23 14:05:00,91.2,22.4,57.4,637.0,98.0,2.0,3.0
2024-08-23 14:10:00,92.0,22.2,57.6,600.5,85.8,2.2,3.2
2024-08-23 14:15:00,92.5,22.1,57.6,572.0,86.8,2.5,3.5
2024-08-23 14:20:00,93.0,22.2,57.5,568.6,87.4,2.2,3.2
2024-08-23 14:25:00,92.8,22.2,57.4,575.8,87.2,1.6,2.6
2024-08-23 14:30:00,92.2,22.3,57.2,597.2,97.8,1.4,2.4
2024-08-23 14:35:00,92.0,22.3,57.0,603.2,101.8,1.8,2.8
2024-08-23 14:40:00,92.0,22.3,56.8,604.6,97.4,1.2,2.2
2024-08-23 14:45:00,92.0,22.2,57.0,602.2,95.4,1.6,2.6
2024-08-23 14:50:00,92.0,22.2,57.0,600.4,90.6,1.8,2.8
2024-08-23 14:55:00,92.0,22.2,57.0,608.6,92.4,2.0,3.0
2024-08-23 15:00:00,92.0,22.1,56.7,604.0,92.0,1.4,2.4
2024-08-23 15:05:00,92.2,22.1,56.7,604.8,88.4,1.2,2.2
2024-08-23 15:10:00,93.0,22.1,56.5,599.8,87.2,1.2,2.2
2024-08-23 15:15:00,92.8,22.2,56.4,606.2,89.2,1.4,2.4
2024-08-23 15:20:00,92.0,22.2,56.4,648.4,90.2,2.4,3.4
2024-08-23 15:25:00,92.0,22.2,56.3,678.6,92.8,1.6,2.6
2024-08-23 15:30:00,92.0,22.2,56.4,669.2,91.2,1.6,2.6
2024-08-23 15:35:00,92.0,22.2,56.2,665.0,91.8,1.4,2.4
2024-08-23 15:40:00,92.0,22.1,56.2,673.4,89.0,1.6,2.6
2024-08-23 15:45:00,92.2,22.1,55.9,664.0,82.8,2.0,3.0
2024-08-23 15:50:00,93.0,22.1,55.8,618.2,80.4,2.2,3.2
2024-08-23 15:55:00,93.0,22.0,55.5,618.0,82.7,1.7,2.7
2024-08-23 16:00:00,93.2,22.0,55.6,597.4,75.0,1.6,2.6
2024-08-23 16:05:00,93.2,22.0,55.5,592.0,117.8,1.8,2.8
2024-08-23 16:10:00,94.0,22.1,55.1,589.4,108.0,2.2,3.2
2024-08-23 16:15:00,91.6,22.2,54.8,589.2,362.2,1.8,2.8
2024-08-23 16:20:00,93.6,22.2,54.3,587.0,216.2,1.8,2.8
2024-08-23 16:25:00,94.0,22.2,54.3,601.4,152.8,2.6,3.6
2024-08-23 16:30:00,94.0,22.1,54.0,616.8,134.4,1.8,2.8
2024-08-23 16:35:00,94.0,22.2,53.9,623.4,123.4,1.4,2.4
2024-08-23 16:40:00,94.0,22.1,53.8,622.8,110.0,2.0,3.0
2024-08-23 16:45:00,94.6,22.1,53.5,622.2,105.6,1.4,2.4
2024-08-23 16:50:00,95.0,22.1,53.3,622.8,99.2,1.8,2.8
2024-08-23 16:55:00,94.8,22.1,53.4,625.0,92.6,2.0,3.0
2024-08-23 17:00:00,95.0,22.1,53.2,629.0,91.8,2.0,3.0
2024-08-23 17:05:00,94.8,22.1,53.1,632.4,109.2,2.2,3.2
2024-08-23 17:10:00,94.4,22.0,53.3,628.2,149.2,1.8,2.8
2024-08-23 17:15:00,95.0,22.0,53.3,617.8,107.2,2.8,3.8
2024-08-23 17:20:00,95.0,22.0,53.3,615.4,97.0,2.2,3.2
2024-08-23 17:25:00,95.0,22.0,53.2,621.2,91.4,2.0,3.0
2024-08-23 17:30:00,95.0,22.0,53.2,619.4,86.0,2.4,3.4
2024-08-23 17:35:00,95.0,22.0,53.1,621.6,81.2,2.0,3.0
2024-08-23 17:40:00,95.0,22.0,53.2,617.0,75.0,2.0,3.0
2024-08-24 04:15:00,100.0,22.8,48.8,487.0,81.0,4.0,5.0
2024-08-24 04:20:00,100.0,22.6,48.7,491.2,62.8,5.2,6.2
2024-08-24 04:25:00,99.4,22.4,48.8,508.2,46.0,6.4,7.4
2024-08-24 04:30:00,100.0,22.4,48.7,504.2,38.8,6.0,7.0
2024-08-24 04:35:00,86.6,22.4,48.5,524.8,45.0,132.4,135.0
2024-08-24 04:40:00,99.0,22.4,48.4,532.4,43.0,5.4,6.4
2024-08-24 04:45:00,98.6,22.4,48.4,526.6,35.8,6.6,7.6
2024-08-24 04:50:00,99.0,22.2,49.2,514.8,36.0,7.0,8.0
2024-08-24 04:55:00,100.0,22.2,49.3,497.2,32.6,5.2,6.2
2024-08-24 05:00:00,100.0,22.1,49.8,486.6,26.8,6.0,7.0
2024-08-24 05:05:00,100.0,22.1,49.8,480.8,24.4,6.8,7.8
2024-08-24 05:10:00,100.0,22.0,50.1,472.4,23.4,5.4,6.4
2024-08-24 05:15:00,99.6,22.0,50.1,471.6,25.4,6.2,7.2
2024-08-24 05:20:00,99.4,21.9,50.4,475.4,23.0,5.4,6.4
2024-08-24 05:25:00,99.4,21.8,50.5,466.8,20.0,4.6,5.6
2024-08-24 05:30:00,99.0,21.7,50.7,454.8,20.0,5.6,6.6
2024-08-24 05:35:00,99.0,21.7,50.7,448.8,20.0,5.2,6.2
2024-08-24 05:40:00,98.8,21.8,50.7,453.0,20.0,5.2,6.2
2024-08-24 05:45:00,99.0,21.7,50.8,458.4,20.0,5.8,6.8
2024-08-24 05:50:00,98.4,21.7,50.6,459.6,20.0,8.4,9.4
2024-08-24 05:55:00,99.0,21.7,50.8,466.4,22.2,5.4,6.4
2024-08-24 06:00:00,99.0,21.7,50.8,462.0,21.6,4.6,5.6
2024-08-24 06:05:00,99.0,21.6,51.0,456.4,20.4,5.0,6.0
2024-08-24 06:10:00,96.8,21.4,51.6,454.4,20.0,13.8,15.0
2024-08-24 06:15:00,99.0,21.4,51.6,448.8,20.0,3.6,4.6
2024-08-24 06:20:00,99.0,21.6,51.4,444.2,21.0,4.0,5.0
2024-08-24 06:25:00,98.8,21.5,51.8,450.8,20.6,4.8,5.8
2024-08-24 06:30:00,67.4,21.5,52.0,460.2,12244.2,7.0,8.0
2024-08-24 06:35:00,64.8,21.6,52.0,459.0,13882.2,6.8,7.8
2024-08-24 06:40:00,74.6,21.5,52.1,464.8,8029.8,6.4,7.4
2024-08-24 06:45:00,78.2,21.5,52.1,466.2,5032.6,7.8,8.8
2024-08-24 06:50:00,81.8,21.5,52.2,471.0,3223.2,6.2,7.2
2024-08-24 06:55:00,89.8,21.5,52.1,469.2,1941.0,4.2,5.2
2024-08-24 07:00:00,91.2,21.5,52.2,466.2,1447.0,4.6,5.6
2024-08-24 07:05:00,92.6,21.5,52.2,465.8,1035.4,5.4,6.4
2024-08-24 07:10:00,93.4,21.4,52.3,468.6,766.2,4.6,5.6
2024-08-24 07:15:00,94.0,21.4,52.1,464.2,612.4,4.0,5.0
2024-08-24 07:20:00,94.2,21.5,52.3,468.0,534.8,4.6,5.6
2024-08-24 07:25:00,95.0,21.4,52.7,467.8,389.8,4.2,5.2
2024-08-24 07:30:00,95.0,21.4,52.8,461.4,359.4,3.6,4.6
2024-08-24 07:35:00,95.6,21.4,53.1,459.8,316.2,4.0,5.0
2024-08-24 07:40:00,95.2,21.5,53.0,462.4,335.0,5.2,6.2
2024-08-24 07:45:00,96.0,21.5,53.2,467.2,294.4,5.0,6.0
2024-08-24 07:50:00,96.0,21.6,53.1,472.2,300.2,4.4,5.4
2024-08-24 07:55:00,96.0,21.5,53.4,472.4,253.0,4.2,5.2
2024-08-24 08:00:00,96.0,21.4,53.9,468.6,220.8,5.0,6.0
2024-08-24 08:05:00,96.0,21.5,53.7,471.2,223.2,4.4,5.4
2024-08-24 08:10:00,96.0,21.4,54.0,469.0,167.2,4.2,5.2
2024-08-24 08:15:00,96.0,21.3,54.4,462.6,146.4,4.4,5.4
2024-08-24 08:20:00,94.8,21.3,54.4,466.0,147.8,10.8,12.0
2024-08-24 08:25:00,96.0,21.3,54.5,473.0,155.8,5.6,6.6
2024-08-24 08:30:00,96.0,21.3,54.8,476.0,144.8,4.2,5.2
2024-08-24 08:35:00,94.8,21.3,54.8,473.0,164.0,9.0,10.0
2024-08-24 08:40:00,95.0,21.5,54.5,493.0,239.6,4.8,5.8
2024-08-24 08:45:00,95.0,21.6,54.0,514.0,269.4,3.6,4.6
2024-08-24 08:50:00,94.2,21.7,54.0,531.0,283.2,3.6,4.6
2024-08-24 08:55:00,94.0,21.7,54.1,549.2,290.8,3.0,4.0
2024-08-24 09:00:00,93.0,21.8,54.0,569.0,305.6,2.6,3.6
2024-08-24 09:05:00,93.0,21.8,54.0,581.8,309.6,3.0,4.0
2024-08-24 09:10:00,92.6,21.9,54.1,594.4,307.8,3.0,4.0
2024-08-24 09:15:00,92.0,21.9,54.1,614.8,311.4,3.2,4.2
2024-08-24 09:20:00,92.0,21.9,54.2,622.0,311.8,2.6,3.6
2024-08-24 09:25:00,92.0,21.9,54.2,628.6,311.2,2.6,3.6
2024-08-24 09:30:00,92.0,21.9,54.4,637.4,308.2,2.6,3.6
2024-08-24 09:35:00,91.6,21.9,54.4,644.2,309.6,4.0,5.0
2024-08-24 09:40:00,91.0,22.0,54.6,666.0,309.6,5.0,6.0
2024-08-24 09:45:00,87.0,22.1,55.3,948.0,350.8,4.6,5.6
2024-08-24 09:50:00,85.6,22.0,55.5,914.6,517.0,3.0,4.0
2024-08-24 09:55:00,86.8,22.0,55.5,890.6,386.4,2.8,3.8
2024-08-24 10:00:00,87.0,22.0,55.4,884.0,374.6,2.4,3.4
2024-08-24 10:05:00,87.0,22.0,55.6,876.6,360.4,2.6,3.6
2024-08-24 10:10:00,87.8,22.1,55.5,854.6,354.8,3.2,4.2
2024-08-24 10:15:00,88.0,22.1,55.5,830.6,335.6,2.6,3.6
2024-08-24 10:20:00,88.2,22.1,55.5,808.6,330.2,2.8,3.8
2024-08-24 10:25:00,88.4,22.1,55.6,806.2,326.0,3.2,4.2
2024-08-24 10:30:00,88.8,22.1,55.7,795.2,317.8,3.2,4.2
2024-08-24 10:35:00,89.0,22.1,55.6,787.8,310.4,3.0,4.0
2024-08-24 10:40:00,89.0,22.1,55.7,773.4,305.8,3.4,4.4
2024-08-24 10:45:00,89.0,22.1,55.7,777.8,296.4,3.4,4.4
2024-08-24 10:50:00,89.0,22.1,55.8,775.4,292.6,3.4,4.4
2024-08-24 10:55:00,89.0,22.2,55.7,768.4,282.8,3.0,4.0
2024-08-24 11:00:00,89.0,22.1,55.9,767.8,284.4,3.0,4.0
2024-08-24 11:05:00,89.0,22.1,55.9,762.6,286.0,3.0,4.0
2024-08-24 11:10:00,89.0,22.1,55.8,767.8,279.6,2.6,3.6
2024-08-24 11:15:00,90.0,22.2,56.0,711.6,257.8,3.0,4.0
2024-08-24 11:20:00,90.6,22.2,56.0,671.0,257.0,2.6,3.6
2024-08-24 11:25:00,90.8,22.1,56.2,667.8,242.6,2.6,3.6
2024-08-24 11:30:00,90.0,22.0,56.4,677.8,240.4,2.6,3.6
2024-08-24 11:35:00,90.0,22.0,56.3,686.0,246.0,2.8,3.8
2024-08-24 11:40:00,90.0,22.0,56.4,681.4,236.0,2.4,3.4
2024-08-24 11:45:00,90.0,22.0,56.3,679.2,239.8,2.6,3.6
2024-08-24 11:50:00,90.2,21.9,56.5,672.4,232.0,3.0,4.0
2024-08-24 11:55:00,90.6,21.9,56.5,664.4,229.0,2.4,3.4
2024-08-24 12:00:00,90.2,22.1,56.4,669.4,242.0,2.8,3.8
2024-08-24 12:05:00,90.0,22.1,56.2,693.4,252.0,3.0,4.0
2024-08-24 12:10:00,89.8,22.2,56.1,719.6,260.4,2.6,3.6
2024-08-24 12:15:00,90.0,22.2,56.2,731.6,257.0,3.0,4.0
2024-08-24 12:20:00,90.0,22.2,56.3,714.8,235.6,2.6,3.6
2024-08-24 12:25:00,90.0,22.2,56.3,694.4,230.2,2.4,3.4
2024-08-24 12:30:00,90.4,22.2,56.3,682.4,222.2,2.2,3.2
2024-08-24 12:35:00,91.0,22.2,56.4,671.6,219.4,2.2,3.2
2024-08-24 12:40:00,90.8,22.2,56.4,671.2,212.8,2.6,3.6
2024-08-24 12:45:00,91.0,22.2,56.4,670.6,213.6,2.0,3.0
2024-08-24 12:50:00,91.0,22.2,56.5,671.6,211.6,2.0,3.0
2024-08-24 12:55:00,91.0,22.1,56.6,671.6,209.0,2.0,3.0
2024-08-24 13:00:00,90.4,22.2,56.7,686.8,212.8,2.6,3.6
2024-08-24 13:05:00,89.2,22.2,56.9,741.6,219.2,2.0,3.0
2024-08-24 13:10:00,90.0,22.1,57.0,696.2,184.6,2.2,3.2
2024-08-24 13:15:00,90.6,22.1,57.0,673.6,181.2,2.2,3.2
2024-08-24 13:20:00,90.0,22.2,56.7,702.8,205.6,2.2,3.2
2024-08-24 13:25:00,90.0,22.3,56.7,741.8,199.6,2.4,3.4
2024-08-24 13:30:00,90.0,22.2,56.7,712.4,187.0,2.2,3.2
2024-08-24 13:35:00,90.0,22.2,56.8,695.0,188.2,2.2,3.2
2024-08-24 13:40:00,90.8,22.2,56.6,685.8,183.0,2.6,3.6
2024-08-24 13:45:00,90.4,22.2,56.6,696.0,189.6,2.6,3.6
2024-08-24 13:50:00,90.0,22.2,56.6,718.4,195.2,2.6,3.6
2024-08-24 13:55:00,90.0,22.2,56.6,721.0,188.6,2.6,3.6
2024-08-24 14:00:00,90.2,22.2,56.6,715.8,188.2,2.2,3.2
2024-08-24 14:05:00,89.6,22.2,56.6,760.0,196.6,2.0,3.0
2024-08-24 14:10:00,89.8,22.2,56.7,755.6,180.2,2.6,3.6
2024-08-24 14:15:00,90.0,22.3,56.5,755.0,181.4,2.2,3.2
2024-08-24 14:20:00,90.0,22.3,56.4,763.2,172.8,3.0,4.0
2024-08-24 14:25:00,90.0,22.2,56.5,729.5,170.0,2.5,3.5
2024-08-24 14:30:00,89.8,22.3,56.4,734.8,206.8,2.8,3.8
2024-08-24 14:35:00,89.8,22.2,56.3,740.0,228.2,2.8,3.8
2024-08-24 14:40:00,90.2,22.2,56.3,726.4,181.6,2.8,3.8
2024-08-24 14:45:00,90.4,22.3,56.2,732.0,174.0,2.8,3.8
2024-08-24 14:50:00,90.0,22.3,56.3,751.2,176.8,2.8,3.8
2024-08-24 14:55:00,90.0,22.2,56.4,751.0,170.5,3.0,4.0
2024-08-24 15:00:00,90.0,22.2,56.4,744.8,165.4,3.2,4.2
2024-08-24 15:05:00,90.2,22.2,56.4,738.4,162.2,2.6,3.6
2024-08-24 15:10:00,90.5,22.2,56.4,732.0,159.5,2.5,3.5
2024-08-24 15:15:00,90.0,22.3,56.4,750.0,164.6,2.8,3.8
2024-08-24 15:20:00,90.0,22.2,56.4,765.2,165.2,2.6,3.6
2024-08-24 15:25:00,90.4,22.2,56.3,751.2,156.0,2.8,3.8
2024-08-24 15:30:00,91.0,22.2,56.3,720.2,151.2,2.8,3.8
2024-08-24 15:35:00,91.0,22.2,56.3,713.8,148.4,2.4,3.4
2024-08-24 15:40:00,91.0,22.2,56.5,711.0,145.8,2.4,3.4
2024-08-24 15:45:00,91.0,22.2,56.5,706.4,143.6,2.2,3.2
2024-08-24 15:50:00,91.0,22.2,56.5,701.4,142.4,2.2,3.2
2024-08-24 15:55:00,91.0,22.2,56.5,693.8,138.0,2.6,3.6
2024-08-24 16:00:00,91.0,22.2,56.5,696.2,138.8,2.2,3.2
2024-08-24 16:05:00,91.0,22.1,56.6,704.2,136.8,2.2,3.2
2024-08-24 16:10:00,91.0,22.0,56.9,686.0,130.6,2.0,3.0
2024-08-24 16:15:00,91.0,22.0,57.0,676.0,130.4,2.8,3.8
2024-08-24 16:20:00,91.0,21.9,57.1,680.2,129.2,2.2,3.2
2024-08-24 16:25:00,91.0,21.9,57.1,685.6,129.8,1.6,2.6
2024-08-24 16:30:00,90.4,22.2,57.0,710.0,137.2,2.0,3.0
2024-08-24 16:35:00,90.0,22.2,56.7,735.4,137.2,2.0,3.0
2024-08-24 16:40:00,90.8,22.2,56.5,728.4,133.2,1.8,2.8
2024-08-24 16:45:00,91.0,22.1,56.6,708.8,127.2,1.5,2.5
2024-08-24 16:50:00,91.0,22.1,56.5,692.8,126.4,1.8,2.8
2024-08-24 16:55:00,91.0,22.1,56.6,686.6,128.6,2.0,3.0
2024-08-24 17:00:00,91.0,22.2,56.4,707.8,134.8,1.4,2.4
2024-08-24 17:05:00,89.0,22.3,56.5,859.6,138.4,1.4,2.4
2024-08-24 17:10:00,89.2,22.2,56.4,853.2,137.4,1.4,2.4
2024-08-24 17:15:00,91.0,22.1,56.5,719.4,127.2,1.8,2.8
2024-08-24 17:20:00,91.0,22.0,56.5,688.4,127.6,1.8,2.8
2024-08-24 17:25:00,91.0,22.1,56.7,681.2,128.8,1.4,2.4
2024-08-24 17:30:00,91.0,22.0,56.7,675.8,130.8,1.0,2.0
2024-08-24 17:35:00,91.0,22.1,56.7,678.4,130.6,1.8,2.8
2024-08-24 17:40:00,91.0,22.1,56.8,680.2,130.2,1.4,2.4
2024-08-24 17:45:00,91.0,22.2,56.9,685.0,134.0,1.5,2.5
2024-08-25 09:55:00,91.0,22.2,53.4,791.0,283.0,4.0,5.0
2024-08-25 10:00:00,91.0,22.1,53.5,788.4,284.6,3.0,4.0
2024-08-25 10:05:00,91.0,22.1,53.4,787.8,286.6,3.4,4.4
2024-08-25 10:10:00,91.0,22.1,53.4,791.6,277.4,2.8,3.8
2024-08-25 10:15:00,91.0,22.1,53.2,791.6,274.4,2.4,3.4
2024-08-25 10:20:00,91.0,22.1,53.3,788.6,274.8,2.8,3.8
2024-08-25 10:25:00,91.0,22.0,53.3,790.0,269.4,3.0,4.0
2024-08-25 10:30:00,91.0,22.0,53.2,798.0,263.4,2.6,3.6
2024-08-25 10:35:00,91.0,22.0,53.2,792.2,262.0,2.4,3.4
2024-08-25 10:40:00,91.0,22.0,53.4,805.4,260.2,2.6,3.6
2024-08-25 10:45:00,91.0,22.0,53.5,802.8,255.4,2.4,3.4
2024-08-25 10:50:00,90.6,21.9,53.8,807.4,251.6,2.2,3.2
2024-08-25 10:55:00,90.4,22.0,54.0,805.4,246.0,2.6,3.6
2024-08-25 11:00:00,90.4,21.9,54.2,796.6,241.0,2.4,3.4
2024-08-25 11:05:00,90.8,22.0,54.1,793.8,240.2,2.8,3.8
2024-08-25 11:10:00,90.4,22.1,54.1,798.2,242.8,2.8,3.8
2024-08-25 11:15:00,91.4,22.1,53.5,769.4,236.6,2.8,3.8
2024-08-25 11:20:00,91.0,22.1,53.3,784.0,245.2,2.4,3.4
2024-08-25 11:25:00,91.4,22.1,53.0,791.6,232.6,2.4,3.4
2024-08-25 11:30:00,92.0,22.1,52.7,774.4,221.4,2.4,3.4
2024-08-25 11:35:00,92.6,22.0,52.5,758.8,214.6,3.2,4.2
2024-08-25 11:40:00,93.0,22.1,52.3,738.2,209.4,2.6,3.6
2024-08-25 11:45:00,93.0,22.1,52.1,728.0,205.8,2.2,3.2
2024-08-25 11:50:00,92.2,22.0,52.2,722.0,307.0,2.8,3.8
2024-08-25 11:55:00,92.0,21.9,52.2,728.2,299.8,2.2,3.2
2024-08-25 12:00:00,93.0,21.9,52.1,722.6,274.6,2.6,3.6
2024-08-25 12:05:00,93.0,21.9,52.0,719.6,261.0,2.0,3.0
2024-08-25 12:10:00,93.0,21.9,51.9,715.0,250.6,2.0,3.0
2024-08-25 12:15:00,93.0,21.9,51.8,715.0,248.6,2.4,3.4
2024-08-25 12:20:00,93.0,21.9,51.7,716.2,238.0,2.4,3.4
2024-08-25 12:25:00,93.4,21.9,51.6,716.8,231.0,2.6,3.6
2024-08-25 12:30:00,94.0,21.8,51.6,710.0,219.2,2.4,3.4
2024-08-25 12:35:00,94.0,21.9,51.5,706.2,213.2,2.2,3.2
2024-08-25 12:40:00,94.0,21.8,51.4,714.0,212.0,2.6,3.6
2024-08-25 12:45:00,94.0,21.8,51.4,712.6,205.2,2.2,3.2
2024-08-25 12:50:00,94.0,21.9,51.3,712.0,206.2,2.4,3.4
2024-08-25 12:55:00,94.0,21.9,51.3,715.2,213.4,2.6,3.6
2024-08-25 13:00:00,92.8,22.0,51.1,731.0,341.2,2.8,3.8
2024-08-25 13:05:00,93.0,22.0,51.0,727.0,298.0,2.8,3.8
2024-08-25 13:10:00,93.4,22.0,50.8,735.0,269.4,2.4,3.4
2024-08-25 13:15:00,93.0,21.9,51.2,743.0,259.8,2.6,3.6
2024-08-25 13:20:00,93.0,21.8,51.2,747.8,294.6,2.2,3.2
2024-08-25 13:25:00,93.0,21.8,51.1,734.0,283.0,2.8,3.8
2024-08-25 13:30:00,91.4,21.7,51.0,724.0,456.8,2.6,3.6
2024-08-25 13:35:00,92.8,21.8,51.2,722.0,342.6,2.2,3.2
2024-08-25 13:40:00,93.0,21.7,51.2,725.8,320.6,3.0,4.0
2024-08-25 13:45:00,93.0,21.7,51.3,738.6,303.6,2.6,3.6
2024-08-25 13:50:00,93.0,21.7,51.2,737.6,287.8,2.6,3.6
2024-08-25 13:55:00,92.8,21.8,51.3,754.8,290.8,2.0,3.0
2024-08-25 14:00:00,92.8,21.9,51.2,771.8,282.0,2.0,3.0
2024-08-25 14:05:00,92.2,21.9,51.2,788.2,278.4,2.8,3.8
2024-08-25 14:10:00,92.6,21.8,51.3,787.2,267.0,2.2,3.2
2024-08-25 14:15:00,93.0,21.8,51.2,791.0,256.0,2.8,3.8
2024-08-25 14:20:00,92.6,21.8,51.3,797.6,252.2,2.2,3.2
2024-08-25 14:25:00,93.0,21.8,51.5,790.0,237.2,2.4,3.4
2024-08-25 14:30:00,91.8,21.7,51.7,796.4,339.2,2.4,3.4
2024-08-25 14:35:00,87.4,21.9,51.9,891.0,836.2,3.0,4.0
2024-08-25 14:40:00,88.0,21.9,51.8,908.2,591.8,2.4,3.4
2024-08-25 14:45:00,88.2,21.9,51.8,941.2,486.4,2.6,3.6
2024-08-25 14:50:00,89.4,21.9,51.7,908.8,405.2,2.2,3.2
2024-08-25 14:55:00,90.2,21.9,51.9,867.5,338.5,2.2,3.2
2024-08-25 15:00:00,91.0,21.8,51.9,840.0,304.8,2.2,3.2
2024-08-25 15:05:00,90.6,21.9,51.7,796.6,405.4,2.4,3.4
2024-08-25 15:10:00,92.6,21.9,51.7,747.2,301.6,2.6,3.6
2024-08-25 15:15:00,93.0,21.9,51.6,723.2,267.6,2.2,3.2
2024-08-25 15:20:00,92.0,22.1,51.4,799.6,269.6,2.2,3.2
2024-08-25 15:25:00,90.8,22.1,51.4,791.2,453.0,2.4,3.4
2024-08-25 15:30:00,92.6,22.1,51.1,745.6,309.2,2.6,3.6
2024-08-25 15:35:00,94.0,22.1,50.8,727.6,235.4,2.4,3.4
2024-08-25 15:40:00,94.6,22.1,50.9,701.0,198.2,2.6,3.6
2024-08-25 15:45:00,95.5,22.1,50.6,675.2,170.0,2.5,3.5
2024-08-25 15:50:00,96.0,22.1,50.6,660.6,156.8,2.2,3.2
2024-08-25 15:55:00,96.0,22.0,50.7,651.6,149.6,2.4,3.4
2024-08-25 16:00:00,95.6,22.1,50.7,667.8,148.8,2.0,3.0
2024-08-25 16:05:00,96.0,22.0,50.5,668.4,132.4,3.4,4.4
